id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
MCAS_2002_5_6,D,validation,پرندگان هومینگ می‌توانند در هوا معلق بمانند و با سرعت بسیار زیادی پرواز کنند. این ویژگی برای پرنده هومینگ در تمام موارد زیر مفید است به جز,فرار سریع از شکارچیان.,رسیدن آسان به گل‌ها.,در یک مکان ماندن برای نوشیدن شهد.,نگه‌داشتن تخم‌ها گرم.
MEA_2016_5_6,C,validation,یک بادکنک پر از آب در یک فریزر قرار داده شده است. کدام ویژگی آب در هنگام رسیدن به نقطه انجماد تغییر خواهد کرد؟,رنگ,جرم,حالت,وزن
Mercury_180058,A,validation,فسیلی که در کلرادو کشف شده به دوران پرکامبرین اوایل مِزوئیک برمی‌گردد. یک سال بعد، فسیل مشابهی در وایومینگ پیدا می‌شود که همچنین به اوایل دوران مِزوئیک مربوط می‌شود. این دو موجود احتمالاً در کجا زندگی کرده‌اند؟,همان محیط در حدود همان زمان.,همان محیط در زمان‌های مختلف.,محیط‌های مختلف در حدود همان زمان.,محیط‌های مختلف در زمان‌های مختلف.
Mercury_7133858,B,validation,ماده می‌تواند تغییرات مختلفی را تجربه کند. کدام یک بهترین مثال برای تغییر شیمیایی است؟,حل شدن نمک,سوزاندن چوب,جوش آمدن آب,ذوب شدن یخ
Mercury_7130603,C,validation,کدام یک از مقادیر ذکر شده در واحدی غیر از ژول اندازه‌گیری می‌شود؟,حرارت,نور,توان,کار
Mercury_7018008,A,validation,چه چیزی بهترین توصیف کننده ویژگی الکتریکی یک اتم است؟,خنثی,عایق شده,بار مثبت,بار منفی
AIMS_2009_4_29,D,validation,یخچال برای ایجاد یک مکان سرد برای ذخیره غذا از برق استفاده می‌کند. استفاده از یخچال چه تاثیر منفی بر محیط زیست دارد؟,الف) برقی که برای سرد نگه داشتن غذا نیاز است، می‌تواند گران باشد.,ب) اگر برق قطع شود، غذا خراب شده و شما را بیمار می‌کند.,ج) ذخیره غذا به مدت طولانی‌تر، سفرهای خرید را کاهش داده و مصرف بنزین را کم می‌کند.,د) یخچال‌های قدیمی حاوی مواد شیمیایی هستند و در دفن زباله‌ها فضا اشغال می‌کنند.
Mercury_189490,A,validation,مشاهدهٔ گرگور مندل از گیاهان نخود مثال یک مورد است از,شواهد مبتنی بر تحقیق که از یک نظریهٔ علمی پشتیبانی می‌کند.,یک نتیجه که توسط یک فرضیه آزمایش می‌شود.,آزمایش تصادفی در طول یک آزمایش.,شواهدی برای و علیه یک مدل علمی.
Mercury_7138688,D,validation,کدام روش بهترین کمک را برای تعیین اعتبار علمی یک تحقیق فراهم می‌آورد؟,ثبت یادداشت‌ها در مورد وضعیت تجهیزات استفاده شده در این روش,برگزاری یک تحقیق با گروهی از افراد,اجرای این روش به طور کامل به یک بار,تکرار یک تحقیق چندین بار
Mercury_409529,B,validation,روبرت یک ماهیگیر است که می‌خواهد راهی برای گرفتن ماهی‌های بیشتر پیدا کند. او تصمیم گرفت اندازه‌های مختلف قلاب‌ها را امتحان کند. روبرت در حین استفاده از کرم به عنوان طعمه، ۴ ماهی گربه‌ای، ۳ قزل‌آلا و ۷ ماهی پِرچ گرفت. کدام یک از متغیرهای مستقل (دستکاری‌شده) در تحقیق روبرت است؟,نوع طعمه,اندازه قلاب,نوع ماهی گرفته‌شده,تعداد ماهی‌های گرفته‌شده
Mercury_7092295,C,validation,کدام عمل رقابتی بین نگرانی‌های زیست‌محیطی و سودهای اقتصادی ایجاد می‌کند؟,حفاظت از حیات وحش در معرض خطر,بازگرداندن حیات وحش به زیستگاه‌های طبیعی آن‌ها,استفاده از زمین‌های جنگلی برای ساخت خانه,استفاده از اتوبوس‌های شهری برای حمل‌ونقل
Mercury_7044678,A,validation,کدام عبارت بهترین توضیح را دربارهٔ آنچه که برای یک برگ وقتی که آب مورد نیازش را از دست می‌دهد، ارائه می‌دهد؟,فشار تَرگور آن کاهش می‌یابد.,فشار جوی آن کاهش می‌یابد.,نرخ تعرق آن افزایش می‌یابد.,نرخ فتوسنتز آن افزایش می‌یابد.
MCAS_1998_4_8,B,validation,کجا کار کردن با ابزار برقی خطرناک‌ترین است؟,در یک گاراژ,کنار یک استخر شنا,نزدیک یک تلویزیون یا کامپیوتر,در یک زیرزمین خنک
LEAP_2004_8_10397,B,validation,زمانی که مردم بر روی ماه راه میرفتند، متوجه شدند که میتوانند بیشتر از روی زمین پرش کنند. چرا این درست است؟,بر روی ماه هیچ جوی وجود ندارد.,ماه نیروی گرانشی کمتری نسبت به زمین وارد می‌کند.,لباس‌های فضایی به آن‌ها کمک کرد تا بیشتر پرش کنند.,ماه سریعتر از زمین می‌چرخد.
Mercury_7112753,B,validation,برای یافتن جمعیت سوسک‌ها، دانشمندان باید از یک دستگاه بسیار تخصصی استفاده کنند. کدام عامل احتمالاً توانایی یافتن سوسک‌ها را محدود می‌کند؟,آب و هوا,هزینه,حجم نمونه,سیاست
Mercury_7097318,D,validation,سنجابی یک بلوط را از شاخه یک درخت بلوط انداخت. کدام یک از این موارد در حین سقوط بلوط از درخت به زمین تغییر خواهد کرد؟,جرم بلوط,نیروی وارده بر بلوط,چگالی بلوط,سرعت بلوط
Mercury_7158673,D,validation,آنا یک دونده مسافت‌های طولانی است. پس از پایان یک مسابقه او متوجه شد که به دلیل آزاد شدن انرژی حرارتی احساس گرما می‌کند. منبع انرژی حرارتی او چه چیزی ممکن است باشد؟,اصطکاک ناشی از هوا,گرما که از خورشید جذب می‌شود,انرژی مکانیکی که جذب می‌شود,تبدیل‌های انرژی که در بدن او رخ می‌دهد
Mercury_7038273,A,validation,در حین انجام یک آزمایش، یک دانش آموز چندین دمای مختلف آب، دو اندازه‌گیری جرم و سه اندازه‌گیری حجم جمع‌آوری می‌کند. بهترین راه برای سازماندهی داده‌ها کدام است؟,در یک جدول,در یک نمودار,در یک روایت کتبی,توسط تصاویر نشان داده شده
ACTAAP_2010_5_10,A,validation,سارا یک چراغ قوه را روشن کرده و یک شی را به سمت نور نگه می‌دارد. چگونه می‌تواند بفهمد که آیا شی مات است؟,هیچ نوری از آن عبور نخواهد کرد.,برخی از نورها منعکس خواهند شد.,نور با زاویه‌ای منحرف خواهد شد.,نور به وضوح از آن عبور خواهد کرد.
VASoL_2008_5_28,C,validation,زیردریایی‌ها بسیاری از نقاط اقیانوس را اکتشاف کرده‌اند. وقتی زیردریایی‌ها به اعماق میروند، دانشمندان مشاهده می‌کنند که مقدار - افزایش می‌یابد.,مقدار نور,دمای آب,فشار آب,انواع ارگانیسم‌های اقیانوسی
Mercury_177818,C,validation,مدت زمان بین شب و روز در زمین در طول سال متغیر است. این تغییر زمان عمدتاً توسط,موقعیت خورشید.,موقعیت ماه.,زاویه کج شدن زمین.,فاصله زمین از خورشید.
NYSEDREGENTS_2014_8_12,A,validation,یک عملکرد اصلی دانه گیاه چیست؟,غذا را ذخیره کند تا در دوره اولیه توسعه استفاده شود,گرده را جذب کند تا در دوره توسعه استفاده شود,نور را جذب کند تا در زمان فتوسنتز استفاده شود,کلروفیل تولید کند تا در زمان فتوسنتز استفاده شود
Mercury_7139790,C,validation,یک اختاپوس دارای سلول‌های ویژه‌ای در پوست خود به نام رنگدانه‌ها است که به اختاپوس این امکان را می‌دهد که تقریباً به‌صورت آنی رنگ خود را تغییر دهد. رنگدانه‌ها احتمالاً به اختاپوس کمک می‌کنند,سرعت شنا را افزایش دهد.,تنفس را کندتر کند.,از شکارچیان پنهان شود.,دمای بدن را تنظیم کند.
